smiles,Is_Final_Top,Filter_Status,Active_Set,Data_Source_Status,Reward,R0,R_DFT,R_total,dft_effect,pIC50,QED,Lipinski_Pass,Violations,MW,LogP,HBD,HBA,RotBonds,TPSA,hERG_Prob,hERG_Risk,R_ADMET,R_global,EHOMO_ev,ELUMO_ev,gap_ev,PySCF_Gap_eV,PySCF_Dipole_Debye,PySCF_HOMO_eV,PySCF_LUMO_eV,PySCF_Energy_Eh,restart,step,SA,LogP_Penalty,esp_min,status,gap_score,esp_score,rank_R0,rank_total,delta_rank,MW.1,LogP.1,QED.1,Calc_Method,Gap_Median,Gap_MAD,Gap_RZ,Gap_HardFail,Gap_Penalty,R_gap,Dip_Median,Dip_MAD,Dip_P90,Dip_SoftThr,Dip_HardThr,Dipole_HardFail,Dip_Penalty,R_dip,Physical_HardFail,R_conf,R_phys,R_global2,name,Broad_Spectrum_Score,Broad_Rank,Broad_Rank_Pct,E_SARS_CoV_2,E_SARS_CoV_1,E_MERS_CoV,Docking_Rank,Docking_Rank_Pct
COc1ccccc1C(=O)c1ccc(C(=O)NC(=O)C(C)C)cc1,True,Pass,True,Step3c+4a+4b,1.2467390037910064,1.2467390037910064,0.5842973756685297,1.4804579540584184,neutral,0.0,0.8580848481002967,True,0,325.36400000000003,2.8386000000000013,1,4,5,72.47,0.46,False,0.816,3.112,-10.6799,-8.2564,2.4235,4.42,6.473,-6.384,-1.964,-1091.0980934717943,12,4,1.823034202591419,0.0,-0.442,xtb_success,0.4361391080978996,0.9300000000000002,74,142,68,325.36,2.84,0.858,B3LYP/6-31G*,4.771,0.3245,-0.7295824322663097,False,0.0,1.0,5.251,1.7300000000000004,7.778,6.981,8.711,False,0.0,1.0,False,1.0,1.0,3.112,mol_30,-7.2,10.0,0.2702702702702703,-7.2,-7.4,-7.4,10.0,0.2702702702702703
COC(=O)c1ccc(NC(=O)NC(=O)Oc2ccc(C)cc2)cc1,True,Pass,True,Step3c+4a+4b,1.2386904526342055,1.2386904526342055,0.7190769685530326,1.5263212400554185,physically_promoted,0.0,0.8444545154349571,True,0,328.32400000000007,3.102120000000001,2,5,3,93.73,0.3766666666666666,False,0.849,3.225,-10.9059,-7.7026,3.2033,5.128,5.77,-6.393,-1.264,-1143.0900990017662,35,28,1.8353680508327272,0.0,-0.497,xtb_success,0.6679670979329038,0.8383333333333334,100,69,-31,328.32,3.1,0.844,B3LYP/6-31G*,4.771,0.3245,0.7420539268349651,False,0.0,1.0,5.251,1.7300000000000004,7.778,6.981,8.711,False,0.0,1.0,False,1.0,1.0,3.225,mol_18,-6.9,12.0,0.3243243243243243,-7.2,-6.9,-7.1,12.0,0.3243243243243243
O=C(Nc1ccc(NC(=O)c2ccccc2)cc1)c1ccccc1,True,Pass,True,Step3c+4a+4b,1.254032118742646,1.254032118742646,0.6336769756975694,1.5075029090216738,neutral,0.0,0.7579495167398522,True,0,316.36,4.191200000000002,2,2,4,58.2,0.41,False,0.836,3.18,-10.1937,-7.3703,2.8234,4.408,0.336,-5.563,-1.155,-1031.732982608847,53,49,1.2229622756601373,0.0,-0.507,xtb_success,0.5531099652822421,0.8216666666666667,58,95,37,316.36,4.19,0.758,B3LYP/6-31G*,4.771,0.3245,-0.7545254214036186,False,0.0,1.0,5.251,1.7300000000000004,7.778,6.981,8.711,False,0.0,1.0,False,1.0,1.0,3.18,mol_24,-6.9,12.0,0.3243243243243243,-7.2,-6.9,-7.8,12.0,0.3243243243243243
Cc1c(Br)cccc1NC(=O)c1ccc(S(C)(=O)=O)cc1,True,Pass,True,Step3c+4a+4b,1.2718810585225844,1.2718810585225844,0.5862710245129888,1.50638946832778,neutral,0.0,0.9031980476093354,True,0,368.2520000000001,3.413320000000001,1,3,3,63.24,0.3233333333333333,False,0.871,3.248,-10.7882,-7.8721,2.9161,4.454,2.888,-6.371,-1.917,-3832.449260746108,11,14,1.7971796528208337,0.0,-0.641,xtb_success,0.581101463589984,0.5983333333333334,27,99,72,368.25,3.41,0.903,B3LYP/6-31G*,4.771,0.3245,-0.6589106297105992,False,0.0,1.0,5.251,1.7300000000000004,7.778,6.981,8.711,False,0.0,1.0,False,1.0,1.0,3.248,mol_14,-6.8,14.0,0.3783783783783784,-7.1,-6.8,-7.0,14.0,0.3783783783783784
COC(=O)Nc1ccc(Nc2ccc(C(=O)N(C)C)cc2)cc1,True,Pass,True,Step3c+4a+4b,1.26742347125232,1.26742347125232,0.6392458134122626,1.523121796617225,neutral,0.0,0.9082279513397192,True,0,313.357,3.3103000000000016,2,4,4,70.67,0.36,False,0.856,3.235,-9.5488,-6.5786,2.9702,4.53,4.113,-5.018,-0.488,-1049.1835904221584,93,66,1.7790344845122965,0.0,-0.558,xtb_success,0.5974940191603753,0.7366666666666666,32,74,42,313.36,3.31,0.908,B3LYP/6-31G*,4.771,0.3245,-0.5009383651743032,False,0.0,1.0,5.251,1.7300000000000004,7.778,6.981,8.711,False,0.0,1.0,False,1.0,1.0,3.235,mol_16,-6.8,14.0,0.3783783783783784,-6.8,-6.8,-7.0,14.0,0.3783783783783784
COC(=O)c1ccc(NC(=O)NC(=O)c2ccc(C(=O)OC)cc2)cc1,True,Pass,True,Step3c+4a+4b,1.232384381277451,1.232384381277451,0.6035916910807844,1.4738210577097648,neutral,0.0,0.8128488912168652,True,0,356.3340000000001,2.2217,2,6,4,110.8,0.2733333333333333,False,0.891,3.255,-10.8941,-8.2413,2.6529,4.291,7.027,-6.428,-2.137,-1256.4191040563535,34,67,1.7404006433098136,0.0,-0.496,xtb_success,0.5022738444011206,0.8400000000000001,127,152,25,356.33,2.22,0.813,B3LYP/6-31G*,4.771,0.3245,-0.9977195654923884,False,0.0,1.0,5.251,1.7300000000000004,7.778,6.981,8.711,False,0.0265895953603529,0.973410404639647,False,1.0,0.973410404639647,3.168450867102051,mol_25,-6.8,14.0,0.3783783783783784,-7.2,-6.8,-7.3,14.0,0.3783783783783784
CC(=O)Nc1ccc(S(=O)(=O)Nc2ccc(C(C)=O)cc2)cc1,True,Pass,True,Step3c+4a+4b,1.2432760726249437,1.2432760726249437,0.6107442138481748,1.4875737581642137,neutral,0.0,0.8233598800644342,True,0,332.38100000000003,2.6484000000000005,2,4,5,92.34,0.2052531938900256,False,0.918,3.323,-10.7701,-7.7151,3.055,4.882,6.032,-6.569,-1.688,-1427.855445255587,56,43,1.6840386740727349,0.0,-0.651,xtb_success,0.6232060197831069,0.5816666666666667,81,130,49,332.38,2.65,0.823,B3LYP/6-31G*,4.771,0.3245,0.2307226495201146,False,0.0,1.0,5.251,1.7300000000000004,7.778,6.981,8.711,False,0.0,1.0,False,1.0,1.0,3.323,mol_4,-6.8,14.0,0.3783783783783784,-6.9,-6.8,-7.1,14.0,0.3783783783783784
CC(=O)Nc1ccc(NC(=O)c2ccc(NC(C)=O)cc2)cc1,True,Pass,True,Step3c+4a+4b,1.2411353408629773,1.2411353408629773,0.6272941467798872,1.492052999574932,neutral,0.0,0.8110674451738681,True,0,311.341,2.855700000000001,3,3,4,87.3,0.1966666666666666,False,0.921,3.335,-10.1189,-7.3188,2.8002,4.439,3.607,-5.501,-1.062,-1048.011404544449,56,55,1.495146004655565,0.0,-0.51,xtb_success,0.5461344953998387,0.8166666666666667,88,121,33,311.34,2.86,0.811,B3LYP/6-31G*,4.771,0.3245,-0.6900893661322357,False,0.0,1.0,5.251,1.7300000000000004,7.778,6.981,8.711,False,0.0,1.0,False,1.0,1.0,3.335,mol_3,-6.7,18.0,0.4864864864864865,-7.4,-6.7,-7.2,18.0,0.4864864864864865
COC(=O)c1ccc(OC(=O)Nc2cccc(F)c2F)cc1,True,Pass,True,Step3c+4a+4b,1.224113824204234,1.224113824204234,0.7588980894623215,1.5276730599891626,physically_promoted,0.0,0.8830921268369973,True,0,307.252,3.362300000000002,1,4,3,64.63,0.43,False,0.828,3.184,-11.1596,-7.791,3.3686,5.115,1.712,-6.455,-1.34,-1133.5444959556116,23,22,1.854524618220804,0.0,-0.486,xtb_success,0.7169972706604593,0.8566666666666667,177,64,-113,307.25,3.36,0.883,B3LYP/6-31G*,4.771,0.3245,0.7150323552695464,False,0.0,1.0,5.251,1.7300000000000004,7.778,6.981,8.711,False,0.0,1.0,False,1.0,1.0,3.184,mol_23,-6.7,18.0,0.4864864864864865,-6.7,-6.9,-7.2,18.0,0.4864864864864865
Cc1ccnc(Nc2ccc(F)c(S(=O)(=O)C(F)F)c2)c1,True,Pass,True,Step3c+4a+4b,1.232308437192247,1.232308437192247,0.5355834831958664,1.4465418304705937,neutral,0.0,0.940296720340818,True,0,316.304,3.269020000000001,1,4,4,59.06,0.4268327368210748,False,0.829,3.105,-10.1958,-7.5965,2.5993,4.651,6.889,-5.942,-1.291,-1459.5484526383734,83,72,2.351115685209498,0.0,-0.61,xtb_success,0.486547833136952,0.65,129,176,47,316.3,3.27,0.94,B3LYP/6-31G*,4.771,0.3245,-0.2494298913730976,False,0.0,1.0,5.251,1.7300000000000004,7.778,6.981,8.711,False,0.0,1.0,False,1.0,1.0,3.105,mol_31,-6.7,18.0,0.4864864864864865,-7.4,-6.7,-7.5,18.0,0.4864864864864865
O=C(COc1cccc(Br)c1)Nc1cccc(Br)c1,True,Pass,True,Step3c+4a+4b,1.260311132282184,1.260311132282184,0.842012226383986,1.5971160228357784,physically_promoted,0.0,0.8559951301923485,True,0,385.055,4.229100000000002,1,2,4,38.33,0.4433333333333333,False,0.823,3.242,-10.9336,-7.1488,3.7848,5.459,4.874,-6.295,-0.836,-5893.051760238324,47,52,1.6768643281399012,0.0,-0.48,xtb_success,0.8314460376914086,0.8666666666666667,45,9,-36,385.06,4.23,0.856,B3LYP/6-31G*,4.771,0.3245,1.4300647105390911,False,0.0,1.0,5.251,1.7300000000000004,7.778,6.981,8.711,False,0.0,1.0,False,1.0,1.0,3.242,mol_15,-6.7,18.0,0.4864864864864865,-6.7,-6.9,-6.7,18.0,0.4864864864864865
COC(=O)c1ccc(NC(=O)NC(=O)c2ccc(C)cc2)cc1,True,Pass,True,Step3c+4a+4b,1.2525617450915612,1.2525617450915612,0.6646262968925828,1.5184122638485942,neutral,0.0,0.8534982317849811,True,0,312.32500000000005,2.743520000000001,2,4,3,84.5,0.2966666666666667,False,0.881,3.281,-10.8258,-7.8704,2.9555,4.883,5.479,-6.33,-1.447,-1067.8653332375,35,27,1.6247537152815266,0.0,-0.501,xtb_success,0.593037566989404,0.8316666666666667,62,80,18,312.33,2.74,0.853,B3LYP/6-31G*,4.771,0.3245,0.2328012319482244,False,0.0,1.0,5.251,1.7300000000000004,7.778,6.981,8.711,False,0.0,1.0,False,1.0,1.0,3.281,mol_10,-6.6,22.0,0.5945945945945946,-6.9,-6.6,-7.2,22.0,0.5945945945945946
O=C(CCNC(=O)c1ccc(Cl)cc1)c1ccc(Br)cc1,True,Pass,True,Step3c+4a+4b,1.2402659086898098,1.2402659086898098,0.5976710373195262,1.4793343236176204,neutral,0.0,0.8096568908793521,True,0,366.642,4.105300000000002,1,2,5,46.17,0.3226186521032183,False,0.871,3.221,-10.8706,-8.1883,2.6823,4.685,2.484,-6.699,-2.013,-3856.8077840253945,75,99,1.6456253674986616,0.0,-0.52,xtb_success,0.5109586247421802,0.8,93,143,50,366.64,4.11,0.81,B3LYP/6-31G*,4.771,0.3245,-0.178758088817387,False,0.0,1.0,5.251,1.7300000000000004,7.778,6.981,8.711,False,0.0,1.0,False,1.0,1.0,3.221,mol_21,-6.6,22.0,0.5945945945945946,-6.6,-6.6,-6.9,22.0,0.5945945945945946
Cc1ccc(CCNC(=O)c2ccc(Br)cc2)cc1,True,Pass,True,Step3c+4a+4b,1.3098063606472374,1.3098063606472374,0.6759168873134187,1.5801731155726049,neutral,0.0,0.9142626368785868,True,0,318.21400000000006,3.7300200000000014,1,1,4,29.1,0.4049150897622513,False,0.838,3.256,-10.5009,-7.4497,3.0511,5.04,3.223,-6.219,-1.179,-3323.20148843212,75,88,1.4668720204475942,0.0,-0.519,xtb_success,0.6220241247334554,0.8016666666666666,1,17,16,318.21,3.73,0.914,B3LYP/6-31G*,4.771,0.3245,0.5591386731613602,False,0.0,1.0,5.251,1.7300000000000004,7.778,6.981,8.711,False,0.0,1.0,False,1.0,1.0,3.256,mol_11,-6.5,24.0,0.6486486486486487,-6.5,-6.6,-7.0,24.0,0.6486486486486487
COC(=O)Nc1ccc(C(=O)Nc2ccc(C(=O)OC)cc2)cc1,True,Pass,True,Step3c+4a+4b,1.2588135936767897,1.2588135936767897,0.6589113992659151,1.5223781533831555,neutral,0.0,0.8417442418370021,True,0,328.324,2.9038000000000013,2,5,4,93.73,0.23,False,0.908,3.338,-10.6928,-7.7335,2.9592,4.796,4.408,-6.144,-1.348,-1143.1016371388864,74,22,1.620585272417113,0.0,-0.514,xtb_success,0.5941591418084502,0.81,48,76,28,328.32,2.9,0.842,B3LYP/6-31G*,4.771,0.3245,0.0519645607027293,False,0.0,1.0,5.251,1.7300000000000004,7.778,6.981,8.711,False,0.0,1.0,False,1.0,1.0,3.338,mol_2,-6.4,25.0,0.6756756756756757,-6.9,-6.4,-7.2,25.0,0.6756756756756757
CCOc1ncc(C(=O)Nc2ccc(Cl)cc2)cc1Cl,True,Pass,True,Step3c+4a+4b,1.2639912063387069,1.2639912063387069,0.6706290975483391,1.5322428453580426,neutral,0.0,0.92686722366587,True,0,311.168,4.039400000000002,1,3,4,51.22,0.4943702290076335,False,0.802,3.137,-10.5736,-7.6228,2.9508,4.658,2.755,-6.194,-1.536,-1721.0512661674063,75,17,1.8396262349518773,0.0,-0.487,xtb_success,0.5916129964976272,0.8550000000000001,41,58,17,311.17,4.04,0.927,B3LYP/6-31G*,4.771,0.3245,-0.2348798143763324,False,0.0,1.0,5.251,1.7300000000000004,7.778,6.981,8.711,False,0.0,1.0,False,1.0,1.0,3.137,mol_27,-6.4,25.0,0.6756756756756757,-6.5,-6.4,-6.8,25.0,0.6756756756756757
O=C(Cc1cccc(Br)c1)Nc1cccc(Br)c1,True,Pass,True,Step3c+4a+4b,1.2613425750536968,1.2613425750536968,0.8446979067232068,1.5992217377429796,physically_promoted,0.0,0.8544981900569079,True,0,369.056,4.392800000000001,1,1,3,29.1,0.4666666666666667,False,0.813,3.226,-10.8905,-7.1103,3.7802,5.369,5.609,-6.245,-0.876,-5817.843213122797,47,58,1.6590651997475714,0.0,-0.473,xtb_success,0.8302827238902956,0.8783333333333334,44,8,-36,369.06,4.39,0.854,B3LYP/6-31G*,4.771,0.3245,1.2429922920092682,False,0.0,1.0,5.251,1.7300000000000004,7.778,6.981,8.711,False,0.0,1.0,False,1.0,1.0,3.226,mol_17,-6.3,27.0,0.7297297297297297,-6.3,-6.7,-6.5,27.0,0.7297297297297297
O=C(Nc1cccc(Br)c1)c1cccc(Br)c1,True,Pass,True,Step3c+4a+4b,1.2682983826385652,1.2682983826385652,0.7213429203562776,1.5568355507810765,neutral,0.0,0.8467795047221647,True,0,355.029,4.4639000000000015,1,1,2,29.1,0.38,False,0.848,3.253,-10.9398,-7.778,3.1618,4.868,5.601,-6.355,-1.486,-5778.530422574274,9,43,1.5509136972251714,0.0,-0.475,xtb_success,0.6554898862232538,0.8750000000000001,31,27,-4,355.03,4.46,0.847,B3LYP/6-31G*,4.771,0.3245,0.2016224955265879,False,0.0,1.0,5.251,1.7300000000000004,7.778,6.981,8.711,False,0.0,1.0,False,1.0,1.0,3.253,mol_12,-6.3,27.0,0.7297297297297297,-6.6,-6.3,-7.0,27.0,0.7297297297297297
COc1ccc(C(=O)c2ccc(OC)cc2Br)cc1,True,Pass,True,Step3c+4a+4b,1.235293198328753,1.235293198328753,0.643322214777678,1.492622084239824,neutral,0.0,0.8057227455946298,True,0,321.17,3.697300000000002,0,3,4,35.53,0.42,False,0.832,3.157,-10.7303,-7.992,2.7383,4.843,5.023,-6.147,-1.304,-3378.925572779374,88,26,1.675681744685619,0.0,-0.452,xtb_success,0.5276031639681115,0.9133333333333334,114,120,6,321.17,3.7,0.806,B3LYP/6-31G*,4.771,0.3245,0.1496579348238585,False,0.0,1.0,5.251,1.7300000000000004,7.778,6.981,8.711,False,0.0,1.0,False,1.0,1.0,3.157,mol_26,-6.3,27.0,0.7297297297297297,-6.3,-6.3,-6.5,27.0,0.7297297297297297
COC(=O)c1ccc(NC(=O)c2ccc(C(=O)OC)cc2)cc1,True,Pass,True,Step3c+4a+4b,1.2789701824450213,1.2789701824450213,0.6235789965924377,1.5284017810819963,neutral,0.0,0.8771030533776636,True,0,313.309,2.5121,1,5,4,81.7,0.23,False,0.908,3.344,-10.8652,-8.1161,2.7491,4.42,3.951,-6.358,-1.938,-1087.7379445035435,34,55,1.5066741479738344,0.0,-0.496,xtb_success,0.5308271379891967,0.8400000000000001,18,62,44,313.31,2.51,0.877,B3LYP/6-31G*,4.771,0.3245,-0.7295824322663097,False,0.0,1.0,5.251,1.7300000000000004,7.778,6.981,8.711,False,0.0,1.0,False,1.0,1.0,3.344,mol_1,-6.3,27.0,0.7297297297297297,-6.9,-6.3,-6.8,27.0,0.7297297297297297
CCOc1cc(C)c(S(=O)(=O)c2ccc(OC)cc2)c(O)c1,True,Pass,True,Step3c+4a+4b,1.2512397793266494,1.2512397793266494,0.7485652668473799,1.5506658860656013,physically_promoted,0.0,0.9160157685521888,True,0,322.382,2.9407200000000016,1,5,5,72.83,0.4833333333333333,False,0.807,3.164,-10.6793,-6.8942,3.7851,5.555,6.536,-6.133,-0.578,-1394.7314866002866,27,9,2.0676810494944498,0.0,-0.667,xtb_success,0.8315218097819713,0.5549999999999999,64,39,-25,322.38,2.94,0.916,B3LYP/6-31G*,4.771,0.3245,1.629608623637569,False,0.0648043118187845,0.9351956881812156,5.251,1.7300000000000004,7.778,6.981,8.711,False,0.0,1.0,False,1.0,0.9351956881812156,2.9589591574053657,mol_35,-6.2,31.0,0.8378378378378378,-6.6,-6.5,-6.2,31.0,0.8378378378378378
